game,winner,type,player_sum,dealer_sum,player_blackjack,dealer_blackjack,number_of_drawn_cards,drawn_cards
2222,player,bust,17,23,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'dealer'}]"
2223,dealer,comparison,16,19,False,False,4,"[{'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}]"
2224,dealer,bust,22,17,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}]"
2225,player,blackjack,21,10,True,False,4,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}]"
2226,player,comparison,20,18,False,False,6,"[{'suit': 'clubs', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}]"
2227,dealer,comparison,17,20,False,False,8,"[{'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
2228,player,bust,18,23,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'dealer'}]"
2229,player,comparison,21,19,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'dealer'}]"
2230,player,bust,17,22,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}]"
2231,dealer,bust,23,20,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'dealer'}]"
2232,player,bust,20,23,False,False,8,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'player'}]"
2233,draw,comparison,20,20,False,False,7,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}]"
2234,player,bust,17,26,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
2235,player,comparison,20,19,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}]"
2236,dealer,bust,22,20,False,False,6,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}]"
2237,dealer,comparison,19,21,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}]"
2238,dealer,comparison,19,21,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}]"
2239,dealer,comparison,18,19,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'dealer'}]"
2240,player,comparison,21,17,False,False,6,"[{'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'player'}]"
2241,dealer,comparison,19,20,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'dealer'}]"
2242,player,bust,18,22,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
2243,dealer,bust,25,12,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'dealer'}]"
2244,player,comparison,20,18,False,False,4,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'player'}]"
2245,dealer,bust,25,6,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}]"
2246,player,bust,16,24,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'dealer'}]"
2247,player,comparison,21,19,False,False,7,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'dealer'}]"
2248,dealer,comparison,16,20,False,False,4,"[{'suit': 'hearts', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'player'}]"
2249,dealer,comparison,19,20,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'dealer'}]"
2250,dealer,bust,22,14,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}]"
2251,dealer,comparison,16,19,False,False,4,"[{'suit': 'spades', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}]"
2252,player,bust,20,23,False,False,7,"[{'suit': 'hearts', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}]"
2253,dealer,comparison,16,24,False,False,7,"[{'suit': 'clubs', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'dealer'}]"
2254,dealer,comparison,16,18,False,False,5,"[{'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'dealer'}]"
2255,dealer,comparison,17,18,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}]"
2256,player,bust,19,23,False,False,7,"[{'suit': 'hearts', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'dealer'}]"
2257,player,blackjack,21,20,True,False,4,"[{'suit': 'spades', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'player'}]"
2258,dealer,bust,25,16,False,False,6,"[{'suit': 'spades', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}]"
2259,player,bust,17,24,False,False,6,"[{'suit': 'spades', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'player'}]"
2260,dealer,bust,22,14,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}]"
2261,dealer,bust,24,14,False,False,6,"[{'suit': 'clubs', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}]"
2262,dealer,comparison,16,20,False,False,4,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}]"
2263,player,bust,19,26,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Jack', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
2264,dealer,comparison,18,19,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'dealer'}]"
2265,dealer,blackjack,17,21,False,True,4,"[{'suit': 'clubs', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}]"
2266,dealer,comparison,19,26,False,False,6,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Five', 'value': 5, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'dealer'}]"
2267,draw,comparison,20,20,False,False,6,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'dealer'}]"
2268,player,blackjack,21,16,True,False,4,"[{'suit': 'spades', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}]"
2269,dealer,blackjack,15,21,False,True,4,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'player'}]"
2270,player,blackjack,21,8,True,False,4,"[{'suit': 'spades', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'player'}]"
2271,dealer,comparison,18,20,False,False,6,"[{'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'dealer'}]"
2272,player,bust,17,26,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
2273,dealer,comparison,16,20,False,False,4,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'King', 'value': 10, 'person': 'player'}]"
2274,dealer,comparison,16,19,False,False,5,"[{'suit': 'spades', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}]"
2275,dealer,comparison,19,21,False,False,7,"[{'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
2276,player,bust,17,22,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}]"
2277,draw,comparison,21,21,False,False,6,"[{'suit': 'clubs', 'color': 'black', 'card': 'Nine', 'value': 9, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Five', 'value': 5, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'player'}]"
2278,dealer,comparison,17,20,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}]"
2279,dealer,bust,25,20,False,False,6,"[{'suit': 'hearts', 'color': 'red', 'card': 'Jack', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'clubs', 'color': 'black', 'card': 'Two', 'value': 2, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'player'}]"
2280,dealer,bust,23,20,False,False,5,"[{'suit': 'diamonds', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ten', 'value': 10, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Four', 'value': 4, 'person': 'player'}, {'suit': 'hearts', 'color': 'red', 'card': 'Queen', 'value': 10, 'person': 'dealer'}]"
2281,player,bust,18,26,False,False,5,"[{'suit': 'clubs', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Six', 'value': 6, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Eight', 'value': 8, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'dealer'}]"
2282,player,blackjack,21,13,True,False,4,"[{'suit': 'spades', 'color': 'black', 'card': 'King', 'value': 10, 'person': 'player'}, {'suit': 'spades', 'color': 'black', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'hearts', 'color': 'red', 'card': 'Ace', 'value': 11, 'person': 'player'}]"
2283,dealer,bust,24,11,False,False,6,"[{'suit': 'hearts', 'color': 'red', 'card': 'Three', 'value': 3, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Four', 'value': 4, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Queen', 'value': 10, 'person': 'player'}, {'suit': 'diamonds', 'color': 'red', 'card': 'Seven', 'value': 7, 'person': 'dealer'}, {'suit': 'spades', 'color': 'black', 'card': 'Ace', 'value': 11, 'person': 'player'}]"
